feature,label,contribution
pctUrban,Z,-0.03910523280501366
PctHousLess3BR,C,-0.37412601709365845
PctHousLess3BR,A,-0.09245795756578445
PctHousLess3BR,B,-0.19905105233192444
PctHousLess3BR,D,-0.8203893303871155
PctHousLess3BR,E,-0.8447017073631287
PctHousLess3BR,Z,-0.11300434172153473
NumStreet,C,0.052866511046886444
NumStreet,A,0.0366118885576725
NumStreet,B,-0.026688989251852036
NumStreet,D,-0.06100892275571823
NumStreet,E,-0.07587481290102005
NumStreet,Z,0.00028255177312530577
NumKidsBornNeverMar,C,0.0840553566813469
NumKidsBornNeverMar,A,-0.006363025400787592
NumKidsBornNeverMar,B,0.004056875128298998
NumKidsBornNeverMar,D,-0.035916849970817566
NumKidsBornNeverMar,E,-0.08440660685300827
NumKidsBornNeverMar,Z,0.020401138812303543
robberies,C,0.09197277575731277
robberies,A,-0.07238111644983292
robberies,B,-0.01934785209596157
robberies,D,-0.014412276446819305
robberies,E,-0.11001048982143402
robberies,Z,-0.011319751851260662
